season;episode;speaker;Symptom;Test;Drug;Procedure;Intent;diagnosis_stage;Sarcasm;Emotion;Organ;correct_prediction;text;medical_entities;q_count;ex_count
6;22;house;"ampütasyon ağrısı; anestezi";;;;açıklama;tanı;0;nötr;bacak;araknoid kist / crush sendromu;seni bayıltamam solunumunu baskılayabilir ağrının birazını bu şekilde alabiliriz;"[{""text"": ""ampütasyon"", ""type"": ""procedure""}, {""text"": ""anestezi"", ""type"": ""disease""}, {""text"": ""solunum baskısı"", ""type"": ""disease""}]";0;0
6;22;house;"kas pıhtısı; kas ölümü";;;;açıklama;yok;0;diğer;"kas; damar";araknoid kist / crush sendromu;bacağımda kan pıhtısı vardı ve kaslarım ölüyordu tüm doktorlar bacağımın kesilmesi gerektiğini söylüyorlardı çok riskli bir operasyondu neredeyse ölüyordum;"[{""text"": ""kan pıhtısı"", ""type"": ""anatomy""}, {""text"": ""kas nekrozu"", ""type"": ""disease""}, {""text"": ""ampütasyon"", ""type"": ""procedure""}, {""text"": ""riskli operasyon"", ""type"": ""disease""}]";0;0
6;22;house;"kronik ağrı; sakatlık";;;;açıklama;yok;0;diğer;"kas; sinir sistemi";araknoid kist / crush sendromu;her gün acı çekiyorum acı beni değiştirdi yumruğum kadar bir kas kitlesini kesip aldılar ve beni sakat bıraktılar;"[{""text"": ""kronik ağrı"", ""type"": ""disease""}, {""text"": ""sakatlık"", ""type"": ""disease""}, {""text"": ""kas kitlesı kaybı"", ""type"": ""anatomy""}]";0;0
6;22;taub;"kavernöz sinüs; kateter";"kateter; venografi";;;açıklama;tanı;0;nötr;"beyin; damar";araknoid kist / crush sendromu;kateter şahdamarın içinde ilerliyor kavernöz sinüse giriyorum boyayı enjekte ediyorum dolma defekti yok;"[{""text"": ""kavernöz sinüs"", ""type"": ""anatomy""}, {""text"": ""kateter"", ""type"": ""procedure""}, {""text"": ""venografi"", ""type"": ""test""}, {""text"": ""şahdamar"", ""type"": ""anatomy""}]";0;0
6;22;cuddy;"panik atak; nefes sorunu";;oksijen;;açıklama;tanı;0;ciddi;"akciğer; psikoloji";araknoid kist / crush sendromu;hanna panikledi panik atak geçiriyor nefes alamıyor tüm damar yollarını söküp atıyor oksijen ver gitsin;"[{""text"": ""panik atak"", ""type"": ""disease""}, {""text"": ""nefes güçlüğü"", ""type"": ""symptom""}, {""text"": ""oksijen"", ""type"": ""test""}]";0;0
6;22;house;"pulmoner emboli; oksijen yokluğu";;streptokinaz;;tedavi;tanı;0;ciddi;"akciğer; kalp";araknoid kist / crush sendromu;pıhtıyı dağıtmazsak vücut oksijen alamayacak bu bir kan inceltici daha fazla kanatacağım;"[{""text"": ""pulmoner emboli"", ""type"": ""disease""}, {""text"": ""streptokinaz"", ""type"": ""drug""}, {""text"": ""kan inceltici"", ""type"": ""drug""}, {""text"": ""oksijen"", ""type"": ""test""}]";0;0
6;22;captain mccreaney;"crush sendromu; gaz sızıntısı tehlikesi";;;;açıklama;tanı;0;ciddi;kas;araknoid kist / crush sendromu;endişelenmen gereken crush sendromu değil tamam mı gaz sızıntısı var yangın var;"[{""text"": ""crush sendromu"", ""type"": ""disease""}, {""text"": ""gaz sızıntısı"", ""type"": ""symptom""}, {""text"": ""yangın"", ""type"": ""disease""}, {""text"": ""ikincil tehlike"", ""type"": ""disease""}]";1;0
6;22;house;"kan basıncı; kanama hızı";;;;açıklama;tanı;0;ciddi;"kan; damar";araknoid kist / crush sendromu;kan basıncın artıyor bacağındaki yaranın kanaması hızlanıyor bacağını kurtarmak için vaktim azalıyor;"[{""text"": ""kan basıncı artışı"", ""type"": ""disease""}, {""text"": ""kanama"", ""type"": ""disease""}, {""text"": ""ampütasyon zamanlaması"", ""type"": ""procedure""}]";0;0
6;22;foreman;"mr; travma sonrası kanama";"mr; venogram";;;açıklama;diğer;0;analitik;beyin;araknoid kist / crush sendromu;mr temizdi ama sonrasında burnundan ve gözlerinden kanamaya başladı öyleyse çökmeden önce bir sorunu varmış;"[{""text"": ""mr"", ""type"": ""test""}, {""text"": ""kafa travması sonrası kanama"", ""type"": ""anatomy""}, {""text"": ""mevcut sorun"", ""type"": ""disease""}]";0;0
6;22;chase;"beyin enfeksiyonu; dıc";;;;hipotez;diğer;0;analitik;"beyin; kan";araknoid kist / crush sendromu;beyin enfeksiyonu enfeksiyon nörolojik semptomlara neden olur sistemik olur dıc de kanamaya yol açar;"[{""text"": ""beyin enfeksiyonu"", ""type"": ""anatomy""}, {""text"": ""nörolojik semptomlar"", ""type"": ""disease""}, {""text"": ""dıc"", ""type"": ""disease""}]";1;0
6;22;thirteen;"fasiyal kırık; basit travma";röntgen;;;talimat;diğer;0;nötr;"kafa; yüz";araknoid kist / crush sendromu;önce fasiyal kırık için röntgen çekmeliyiz bu basit bir travma da olabilir;"[{""text"": ""fasiyal kırık"", ""type"": ""disease""}, {""text"": ""röntgen"", ""type"": ""test""}, {""text"": ""travma"", ""type"": ""disease""}]";0;0
6;22;thirteen;"ateş; subaraknoid kanama";lumbal ponksiyon;;;açıklama;diğer;0;ciddi;beyin;araknoid kist / crush sendromu;temiz şimdi de adamın ateşi çıkmaya başladı subaraknoid kanama menenjit;"[{""text"": ""ateş"", ""type"": ""disease""}, {""text"": ""subaraknoid kanama"", ""type"": ""disease""}, {""text"": ""menenjit"", ""type"": ""disease""}]";1;0
6;22;foreman;"koma; lp sonucu";lumbal ponksiyon;;;açıklama;tanı;0;ciddi;beyin;araknoid kist / crush sendromu;adam komaya girdi lp temiz çıkmıştı ama;"[{""text"": ""koma"", ""type"": ""disease""}, {""text"": ""lumbal ponksiyon"", ""type"": ""test""}, {""text"": ""beyin"", ""type"": ""test""}]";0;0
6;22;house;"klostrofobi; kan basıncı yükselmesi";;;;hipotez;diğer;0;analitik;"psikoloji; kalp; damar";araknoid kist / crush sendromu;kanama başlamadan ve ateşi çıkmadan önce klostrofobikmiş evet oldu kafein yüzünden kan basıncı yükseldi mi;"[{""text"": ""klostrofobi"", ""type"": ""disease""}, {""text"": ""kan basıncı yükselmesi"", ""type"": ""anatomy""}, {""text"": ""kafein"", ""type"": ""disease""}]";1;0
6;22;house;"araknoid kist; omurilik baskısı";tomografi;;;hipotez;tanı;0;analitik;omurilik;araknoid kist / crush sendromu;alt omurgasında araknoid kist var günde 10 saat oturuyor omurga sıvısına baskı yapıyor tomografisini çekin;"[{""text"": ""araknoid kist"", ""type"": ""disease""}, {""text"": ""omurilik basısı"", ""type"": ""anatomy""}, {""text"": ""bt"", ""type"": ""test""}]";0;0
6;22;house;"pnömotoraks; ikinci çökme";;;;açıklama;diğer;0;ciddi;akciğer;araknoid kist / crush sendromu;soluk sesi çift taraflı başka bir pnömotoraks değil boyun damarları normal tamponad da yok;"[{""text"": ""pnömotoraks"", ""type"": ""disease""}, {""text"": ""tamponad"", ""type"": ""disease""}, {""text"": ""boyun damarları"", ""type"": ""anatomy""}]";0;0
6;22;hanna;"kan basıncı düşüşü; kritik";;;;açıklama;tanı;0;ciddi;"kalp; damar";araknoid kist / crush sendromu;kan basıncı 72 42 hanna nefes alamıyorum;"[{""text"": ""kan basıncı düşüşü"", ""type"": ""disease""}, {""text"": ""hipotansiyon"", ""type"": ""disease""}, {""text"": ""kritik durum"", ""type"": ""disease""}]";1;0
6;22;cuddy;"omuz bandajı; vicodin";;;;talimat;yok;0;nötr;"omuz; bağımlılık";araknoid kist / crush sendromu;omzunu tekrardan bandajlatmalısın;"[{""text"": ""omuz yaralanması"", ""type"": ""anatomy""}, {""text"": ""bandaj"", ""type"": ""procedure""}]";0;0
6;22;house;"halüsinasyon; vicodin";;vicodin;;açıklama;yok;0;nötr;"psikoloji; beyin";araknoid kist / crush sendromu;halüsinasyon görmediğimi nasıl bileceğim vicodin aldın mı hayır öyleyse sorun yok;"[{""text"": ""halüsinasyon"", ""type"": ""disease""}, {""text"": ""vicodin"", ""type"": ""drug""}, {""text"": ""ilaç bağımlılığı"", ""type"": ""disease""}]";2;0
6;22;cuddy;"ilaç bağımlılığı; relaps";;vicodin;;açıklama;yok;0;nötr;"psikoloji; bağımlılık";araknoid kist / crush sendromu;tekrardan ilaç kullanmaya başlamak istiyorsan senin seçimin;"[{""text"": ""ilaç bağımlılığı"", ""type"": ""disease""}, {""text"": ""relaps"", ""type"": ""disease""}, {""text"": ""vicodin"", ""type"": ""drug""}]";0;0
6;22;house;"bilinç durumu; hafıza";;;;açıklama;hipotez;0;nötr;beyin;araknoid kist / crush sendromu;adını arkadaş olalım diye sormuyorum bilinç durumunu saptamaya çalışıyorum;"[{""text"": ""bilinç durumu"", ""type"": ""disease""}, {""text"": ""glasgow"", ""type"": ""test""}, {""text"": ""hafıza"", ""type"": ""disease""}]";0;0
6;22;house;"ampütasyon kararı; zaman baskısı";;;ampütasyon;açıklama;tanı;0;nötr;bacak;araknoid kist / crush sendromu;bütün seçenekleri tükenmeden hanna'nın bacağı kesililirse dava açtığında onun lehine tanıklık edeceğimi de biliyor;"[{""text"": ""ampütasyon kararı"", ""type"": ""procedure""}, {""text"": ""tıbbi etik"", ""type"": ""disease""}, {""text"": ""hasta hakları"", ""type"": ""disease""}]";0;0
6;22;house;"koagülopati; travma sonrası";;;;hipotez;diğer;0;analitik;kan;araknoid kist / crush sendromu;öyleyse çökmeden önce bir sorunu varmış travmaya bağlı koagülopati değilse tabi;"[{""text"": ""koagülopati"", ""type"": ""disease""}, {""text"": ""travma"", ""type"": ""disease""}, {""text"": ""pıhtılaşma bozukluğu"", ""type"": ""disease""}]";0;0
6;22;thirteen;"venöz sinüs trombozu; dolma defekti yok";venografi;;;açıklama;tanı;0;nötr;"beyin; damar";araknoid kist / crush sendromu;dolma defekti yok;"[{""text"": ""venöz sinüs trombozu"", ""type"": ""disease""}, {""text"": ""venografi"", ""type"": ""test""}, {""text"": ""dolma defekti"", ""type"": ""procedure""}]";0;0
6;22;house;"crush sendromu; ampütasyon zorunluluğu";;;ampütasyon;açıklama;tanı;0;ciddi;"kas; bacak";araknoid kist / crush sendromu;vardı ama tükendi bacağını kesmek zorundayız;"[{""text"": ""crush sendromu"", ""type"": ""disease""}, {""text"": ""ampütasyon zorunluluğu"", ""type"": ""procedure""}, {""text"": ""zaman"", ""type"": ""disease""}]";0;0
6;22;house;"hasta taburculuğu; ev ortamı";;;;açıklama;yok;0;ciddi;;araknoid kist / crush sendromu;durumu kritik bırakın sadece ambulansı cerrahın zamanını ve bir yoğun bakım yatağını çalar;"[{""text"": ""kritik durum"", ""type"": ""disease""}, {""text"": ""triaj"", ""type"": ""procedure""}, {""text"": ""kaynak yönetimi"", ""type"": ""disease""}]";0;0
6;22;house;"ampütasyon; kronik ağrı; yaşam kalitesi";;;;açıklama;yok;0;diğer;"kas; psikoloji";araknoid kist / crush sendromu;benim gibi olmak istemezsin seni seven bir kocan var arkadaşların var bir aile kurabilirsin bir hayatın var ya bu bu sadece bir bacak;"[{""text"": ""ampütasyon"", ""type"": ""procedure""}, {""text"": ""kronik ağrı"", ""type"": ""disease""}, {""text"": ""yaşam kalitesi"", ""type"": ""disease""}, {""text"": ""psikoloji"", ""type"": ""disease""}]";0;0
6;22;foreman;pulmoner emboli ölüm;;;;açıklama;tanı;0;diğer;"akciğer; kalp";araknoid kist / crush sendromu;yağ embolisini engelleyecek bir yol yok ameliyathanede bile yapmış olsaydın onu kurtaramazdın ölümünden dolayı kendini suçlama senin hatan değildi;"[{""text"": ""pulmoner emboli"", ""type"": ""disease""}, {""text"": ""yağ embolisi"", ""type"": ""disease""}, {""text"": ""önlenemez ölüm"", ""type"": ""disease""}]";0;0
7;1;cuddy;enfeksiyon;;;;açıklama;hipotez;0;endişe;deri;;enfeksiyon kapacak;"[{""text"":""enfeksiyon"",""type"":""symptom""}]";0;0
7;1;taub;uyuşma, karıncalanma, konuşma bozukluğu;;;;açıklama;hipotez;0;ciddi;bacak, beyin;;bacaklarında uyuşma ve karıncalanma ve konuşma bozukluğu olan 25 yaşında erkek;"[{""text"":""uyuşma"",""type"":""symptom""},{""text"":""karıncalanma"",""type"":""symptom""},{""text"":""bacaklarında"",""type"":""organ""},{""text"":""konuşma bozukluğu"",""type"":""symptom""}]";0;0
7;1;foreman;;;;;açıklama;tedavi;0;ciddi;beyin;huntington hastalığı;roma'daki buona speranza tıp merkezi bir huntington deneyi yapıyor;"[{""text"":""huntington"",""type"":""disease""}]";0;0
7;1;foreman;;;;fetal nöral transplantasyon;açıklama;tedavi;0;ciddi;beyin;huntington hastalığı;fetal nöral transplantasyon yaptıklarını biliyorum;"[{""text"":""fetal nöral transplantasyon"",""type"":""procedure""}]";0;0
7;1;foreman;intrakraniyal kanama;;;;açıklama;hipotez;0;ciddi;beyin;huntington hastalığı;ayrıca deneklerinin intrakraniyal kanama riskinin arttığını da biliyorum;"[{""text"":""intrakraniyal kanama"",""type"":""disease""}]";0;0
7;1;alex;mide gribi;;;;açıklama;hipotez;0;endişe;mide;kurbağa yumurtası zehirlenmesi;aynı mide gribine yakalanmış olmalı;"[{""text"":""mide gribine"",""type"":""disease""}]";0;0
7;1;alex;kusma;;;;açıklama;diğer;0;endişe;mide;kurbağa yumurtası zehirlenmesi;ameliyathanede kustu;"[{""text"":""kustu"",""type"":""symptom""}]";0;0
7;1;chase;bulantı;;prometazin;;diğer;tedavi;0;ciddi;mide;kurbağa yumurtası zehirlenmesi;bulantı için sana prometazin verebiliriz;"[{""text"":""prometazin"",""type"":""drug""},{""text"":""bulantı"",""type"":""symptom""}]";0;0
7;1;richardson;;;trimetobenzamid;;açıklama;tedavi;0;nötr;mide;kurbağa yumurtası zehirlenmesi;zaten aldım ve trimetobenzamid;"[{""text"":""trimetobenzamid"",""type"":""drug""}]";0;0
7;1;thirteen;gıda zehirlenmesi;;;;açıklama;diğer;0;diğer;mide;kurbağa yumurtası zehirlenmesi;belki de bu gıda zehirlenmesi değildir;"[{""text"":""gıda zehirlenmesi"",""type"":""disease""}]";0;0
7;1;chase;mide hasarı;;;;açıklama;hipotez;0;ciddi;mide;kurbağa yumurtası zehirlenmesi;her neyse midesinin astarına zarar vermiş olmalı;"[{""text"":""zarar vermiş"",""type"":""symptom""},{""text"":""midesinin"",""type"":""organ""}]";0;0
7;1;thirteen;;;ondansetron, prostaglandin;;talimat;tedavi;0;ciddi;mide;kurbağa yumurtası zehirlenmesi;ona ondansetron ve prostaglandin veriyoruz;"[{""text"":""ondansetron"",""type"":""drug""},{""text"":""prostaglandin"",""type"":""drug""}]";0;0
7;1;chase;tansiyon düşüklüğü;;;;soru;hipotez;0;endişe;kan;kurbağa yumurtası zehirlenmesi;bu ilaçların yan etkiler listesini okudun mu tansiyonunu düşürebiliriz;"[{""text"":""yan etkiler"",""type"":""symptom""},{""text"":""tansiyonunu düşürebiliriz"",""type"":""symptom""}]";1;0
7;1;taub;yüksek kan şekeri;;;;açıklama;hipotez;0;ciddi;kan;kurbağa yumurtası zehirlenmesi;yüksek kan şekeri;"[{""text"":""yüksek kan şekeri"",""type"":""symptom""}]";0;0
7;1;taub;;;;rehidrasyon;açıklama;tedavi;0;ciddi;kan;kurbağa yumurtası zehirlenmesi;ona sıvı takviyesi yapar yapmaz iyi olacak;"[{""text"":""sıvı takviyesi"",""type"":""procedure""}]";0;0
7;1;thirteen;hepatit, peptik ülser;laboratuvar testleri;;;açıklama;diğer;0;diğer;karaciğer, mide;kurbağa yumurtası zehirlenmesi;chase laboratuvar testleri yapıyor şu anda en güçlü iki ihtimal hepatit ve peptik ülser hastalığı;"[{""text"":""laboratuvar testleri"",""type"":""test""},{""text"":""hepatit"",""type"":""disease""},{""text"":""peptik ülser hastalığı"",""type"":""disease""}]";0;0
7;1;chase;;;;anestezi ayarı;açıklama;diğer;0;ciddi;;kurbağa yumurtası zehirlenmesi;hastanın anestezisinin ayarlanması gerekir;"[{""text"":""anestezisinin"",""type"":""procedure""}]";0;0
7;1;foreman;davranış değişikliği;;ondansetron;;soru;diğer;0;diğer;beyin;kurbağa yumurtası zehirlenmesi;ya davranışı ondansetronun bir yan etkisi değilse ya bir semptomsa;"[{""text"":""davranışı"",""type"":""symptom""},{""text"":""yan etkisi"",""type"":""symptom""},{""text"":""ondansetronun"",""type"":""drug""},{""text"":""semptomsa"",""type"":""symptom""}]";2;0
7;1;chase;deliryum, bulantı;;;;soru;diğer;0;diğer;beyin, mide;kurbağa yumurtası zehirlenmesi;deliryum ve bulantıya ne sebep olur;"[{""text"":""deliryum"",""type"":""symptom""},{""text"":""bulantıya"",""type"":""symptom""}]";1;0
7;1;thirteen;bulantı, uyuşturucu etkisi;;;;açıklama;tanı;0;ciddi;beyin, mide;kurbağa yumurtası zehirlenmesi;kurbağa yumurtaları bulantıya neden olur ve uyuşturucu etkisi yaratabilir;"[{""text"":""bulantıya"",""type"":""symptom""},{""text"":""uyuşturucu etkisi"",""type"":""symptom""}]";0;0
7;1;thirteen;;;panzehir;;açıklama;tedavi;0;diğer;kan;kurbağa yumurtası zehirlenmesi;eğer haklıysam panzehir hızlı etki eder;"[{""text"":""panzehir"",""type"":""drug""}]";0;0
7;1;malkin;serebral kontüzyon;nörolojik muayene;;;soru;diğer;0;diğer;beyin;kurbağa yumurtası zehirlenmesi;işaret parmağınla burnuna dokun ve bana serebral kontüzyonu nasıl tedavi ettiğini söyle;"[{""text"":""serebral kontüzyonu"",""type"":""disease""}]";0;0
7;1;richardson;ödem, transtentorial herniasyon;;;;açıklama;tedavi;0;ciddi;beyin;kurbağa yumurtası zehirlenmesi;ödem ve transtentorial herniasyon için izlerdim;"[{""text"":""ödem"",""type"":""symptom""},{""text"":""transtentorial herniasyon"",""type"":""disease""}]";0;0
7;2;cuddy;kalp durması;;;;açıklama;diğer;0;ciddi;kalp;orak hücre taşıyıcılığı;acil tıp teknisyenleri kalbinin durduğunu düşünüyor;"[{""text"":""kalbinin durduğunu"",""type"":""symptom""}]";0;0
7;2;house;kalp aritmisi;;;;açıklama;hipotez;0;nötr;kalp;orak hücre taşıyıcılığı;bir gün sağlıklı ertesi gün kalp aritmisi;"[{""text"":""kalp aritmisi"",""type"":""symptom""}]";0;0
7;2;chase;;ekg, eko, baş bt'si;;;açıklama;diğer;0;ciddi;beyin, kalp;orak hücre taşıyıcılığı;ekg eko ve baş bt'si tertemiz;"[{""text"":""ekg"",""type"":""test""},{""text"":""eko"",""type"":""test""},{""text"":""baş bt'si"",""type"":""test""}]";0;0
7;2;chase;;nörolojik muayene;;;açıklama;diğer;0;ciddi;beyin;orak hücre taşıyıcılığı;nörolojik muayenesinde hiçbir şey yok;"[{""text"":""nörolojik muayenesinde"",""type"":""test""}]";0;0
7;2;house;kalp aritmileri;;;;soru;diğer;0;diğer;kalp;orak hücre taşıyıcılığı;aralıklı kalp aritmilerine neden olan durumlar;"[{""text"":""kalp aritmilerine"",""type"":""symptom""}]";0;0
7;2;chase;konjenital musküler distrofi;;;;açıklama;diğer;0;ciddi;kas;orak hücre taşıyıcılığı;hastanın erkek kardeşinde şiddetli konjenital musküler distrofi var;"[{""text"":""konjenital musküler distrofi"",""type"":""disease""}]";0;0
7;2;chase;;;;;açıklama;diğer;0;ciddi;;orak hücre taşıyıcılığı;eğer bunun gizli bir vakasını geçirdiyse;"[{""text"":""vakasını"",""type"":""disease""}]";0;0
7;2;house;ani başlangıç;;;;diğer;hipotez;0;nötr;;orak hücre taşıyıcılığı;ani başlangıçlı olmazdı;"[{""text"":""ani başlangıçlı"",""type"":""symptom""}]";0;0
7;2;chase;aritmi;;;;açıklama;hipotez;0;diğer;kalp;orak hücre taşıyıcılığı;eğer uzun qt sendromu ise o paten parkındaki irkiltici herhangi bir uyaran aritmiyi tetiklemiş olabilir;"[{""text"":""uzun qt sendromu"",""type"":""disease""},{""text"":""aritmiyi"",""type"":""symptom""}]";0;0
7;2;house;;;;korkutma testi;talimat;diğer;1;ciddi;kalp;orak hücre taşıyıcılığı;uzun qt'yi doğrulamak için hastayı ölümüne korkutun;"[{""text"":""uzun qt'yi"",""type"":""disease""}]";0;0
7;2;foreman;;;;korkutma testi;açıklama;diğer;0;ciddi;;orak hücre taşıyıcılığı;korkutma testi delilik;"[{""text"":""korkutma testi"",""type"":""procedure""}]";0;0
7;2;cuddy;;anjiyogram, e.p. çalışması;;;diğer;diğer;0;diğer;kalp;orak hücre taşıyıcılığı;bir anjiyogram ve e p çalışması çok daha güvenli ve çok etkilidir;"[{""text"":""anjiyogram"",""type"":""test""},{""text"":""e.p. çalışması"",""type"":""test""}]";0;0
7;2;house;;anjiyo, e.p. çalışması;;;talimat;diğer;0;nötr;kalp;orak hücre taşıyıcılığı;bunun yerine bir anjiyo ve e p çalışması yapın;"[{""text"":""anjiyo"",""type"":""test""},{""text"":""e.p. çalışması"",""type"":""test""}]";0;0
7;2;foreman;;;;sıvı tedavisi;açıklama;tedavi;0;nötr;;orak hücre taşıyıcılığı;seni bir süredir hidrate ediyoruz;"[{""text"":""hidrate ediyoruz"",""type"":""procedure""}]";0;0
7;2;foreman;böbrek yetmezliği;;;;açıklama;diğer;0;endişe;böbrek;orak hücre taşıyıcılığı;kızınızın böbrekleri iflas ediyor gibi görünüyor;"[{""text"":""böbrekleri"",""type"":""organ""},{""text"":""iflas ediyor"",""type"":""symptom""}]";0;0
7;2;house;kalp durması, anüri;;;;soru;diğer;0;diğer;kalp, böbrek;orak hücre taşıyıcılığı;peki kalbinin durmasına ve idrarının gelmemesine ne sebep olabilir;"[{""text"":""kalbinin durmasına"",""type"":""symptom""},{""text"":""idrarının gelmemesine"",""type"":""symptom""}]";1;0
7;2;foreman;;;;;diğer;hipotez;0;diğer;;orak hücre taşıyıcılığı;fabry hastalığı olabilir;"[{""text"":""fabry hastalığı"",""type"":""disease""}]";0;0
7;2;foreman;lipit birikimi;;;;açıklama;diğer;0;nötr;doku;orak hücre taşıyıcılığı;dokularında lipit birikimi;"[{""text"":""lipit birikimi"",""type"":""symptom""}]";0;0
7;2;foreman;protein birikimi;;;;soru;diğer;0;diğer;;orak hücre taşıyıcılığı;peki ya protein birikimleri;"[{""text"":""protein birikimleri"",""type"":""symptom""}]";1;0
7;2;house;;;;;açıklama;hipotez;0;diğer;;orak hücre taşıyıcılığı;amiloidoz her iki semptomu da açıklıyor;"[{""text"":""amiloidoz"",""type"":""disease""}]";0;0
7;2;house;;;;ilik nakli;talimat;diğer;0;diğer;kemik iliği;orak hücre taşıyıcılığı;tedavi için ilik nakli;"[{""text"":""ilik nakli"",""type"":""procedure""}]";0;0
7;2;maurice;yorgunluk, halsizlik;;;;açıklama;diğer;0;endişe;;çinko zehirlenmesi;yorgunluk ve halsizlik yaşıyorum;"[{""text"":""yorgunluk"",""type"":""symptom""},{""text"":""halsizlik"",""type"":""symptom""}]";0;0
7;2;sidney;karıncalanma;;;;açıklama;diğer;0;endişe;ayak, bacak;çinko zehirlenmesi;ayaklarında ve bacaklarında karıncalanma var;"[{""text"":""ayaklarında"",""type"":""organ""},{""text"":""bacaklarında"",""type"":""organ""},{""text"":""karıncalanma"",""type"":""symptom""}]";0;0
7;2;sidney;;test paneli;;;talimat;diğer;0;diğer;;çinko zehirlenmesi;tam bir test paneli istiyorum;"[{""text"":""test paneli"",""type"":""test""}]";0;0
7;2;house;;;;;soru;diğer;1;alaycı;;çinko zehirlenmesi;karbon testi mi;"[{""text"":""karbon testi"",""type"":""test""}]";1;0
7;2;taub;;;genel anestezi;ilik alımı;açıklama;diğer;0;diğer;kemik iliği;orak hücre taşıyıcılığı;genel anestezi kullanıyoruz çok küçük bir miktar ilik alıyoruz;"[{""text"":""genel anestezi"",""type"":""drug""},{""text"":""ilik alıyoruz"",""type"":""procedure""}]";0;0
7;2;della;;;;ilik alımı;diğer;diğer;0;diğer;kemik iliği;orak hücre taşıyıcılığı;kardeşimin iliğini almıyorum;"[{""text"":""iliğini"",""type"":""organ""}]";0;0
7;2;taub;ağrı, enfeksiyon;;ilaçlar;;açıklama;diğer;0;diğer;;orak hücre taşıyıcılığı;verdiğimiz ilaçlarla neredeyse hiç ağrı olmaz neredeyse hiç enfeksiyon riski olmaz;"[{""text"":""ilaçlarla"",""type"":""drug""},{""text"":""ağrı"",""type"":""symptom""},{""text"":""enfeksiyon riski"",""type"":""symptom""}]";0;0
7;2;taub;hemotoraks;;;bronkoskopi;talimat;diğer;0;diğer;akciğer;orak hücre taşıyıcılığı;hemotoraks ona hemen bronkoskopi yapmalıyız;"[{""text"":""hemotoraks"",""type"":""disease""},{""text"":""bronkoskopi"",""type"":""procedure""}]";0;0
7;2;chase;kanama;;;;açıklama;diğer;0;diğer;akciğer;orak hücre taşıyıcılığı;kendi kanında boğuluyor;"[{""text"":""kanında boğuluyor"",""type"":""symptom""}]";0;0
7;2;taub;;;;;açıklama;tanı;0;ciddi;;orak hücre taşıyıcılığı;amiloidoz değil;"[{""text"":""amiloidoz"",""type"":""disease""}]";0;0
7;2;house;kanama;;;;açıklama;diğer;0;ciddi;akciğer;orak hücre taşıyıcılığı;kanayarak ölüyor akciğerinden;"[{""text"":""kanayarak"",""type"":""symptom""},{""text"":""akciğerinden"",""type"":""organ""}]";0;0
7;2;house;;;köpük;akciğer doldurma;talimat;tedavi;0;diğer;akciğer;orak hücre taşıyıcılığı;dörtte birini köpükle doldurmak istiyorum;"[{""text"":""köpükle"",""type"":""drug""}]";0;0
7;2;cuddy;;;;dikiş atma;açıklama;diğer;0;diğer;akciğer;orak hücre taşıyıcılığı;tek alternatif akciğeri yavaşça dikmek;"[{""text"":""akciğeri"",""type"":""organ""},{""text"":""dikmek"",""type"":""procedure""}]";0;0
7;2;house;;;;dikiş atma;talimat;tedavi;0;diğer;akciğer;orak hücre taşıyıcılığı;akciğere dikiş atın;"[{""text"":""akciğere"",""type"":""organ""},{""text"":""dikiş atın"",""type"":""procedure""}]";0;0
7;2;house;aritmi, böbrek yetmezliği, kanama;;;;açıklama;diğer;0;diğer;kalp, böbrek, akciğer;orak hücre taşıyıcılığı;kalp aritmisi böbrek yetmezliği ve şimdi de kanayan akciğer;"[{""text"":""kalp aritmisi"",""type"":""symptom""},{""text"":""böbrek yetmezliği"",""type"":""disease""},{""text"":""kanayan"",""type"":""symptom""},{""text"":""akciğer"",""type"":""organ""}]";0;0
7;2;foreman;çoklu sistem tutulumu;;;;soru;hipotez;0;diğer;akciğer;orak hücre taşıyıcılığı;akciğer merkezli çoklu sistem tutulumu sarkoidoz;"[{""text"":""sarkoidoz"",""type"":""disease""}]";1;0
7;2;chase;hemotoraks;;;;diğer;diğer;0;ciddi;akciğer;orak hücre taşıyıcılığı;hemotoraksı açıklamıyor;"[{""text"":""hemotoraksı"",""type"":""disease""}]";0;0
7;2;foreman;;;;;açıklama;diğer;0;nötr;;orak hücre taşıyıcılığı;tüberküloz her üç organı da etkileyebilir;"[{""text"":""tüberküloz"",""type"":""disease""}]";0;0
7;2;taub;;deri testi;;;diğer;diğer;0;ciddi;deri;orak hücre taşıyıcılığı;deri testi negatifti;"[{""text"":""deri testi"",""type"":""test""}]";0;0
7;2;foreman;;;;;soru;diğer;0;diğer;akciğer, böbrek;orak hücre taşıyıcılığı;peki ya goodpasture akciğerleri ve böbrekleri etkiler;"[{""text"":""goodpasture"",""type"":""disease""},{""text"":""akciğerleri"",""type"":""organ""},{""text"":""böbrekleri"",""type"":""organ""}]";1;0
7;2;house;aritmi;;;;açıklama;diğer;0;diğer;kalp;orak hücre taşıyıcılığı;ve otoimmünite aniden ortaya çıkan aritmiyi açıklar;"[{""text"":""otoimmünite"",""type"":""disease""},{""text"":""aritmiyi"",""type"":""symptom""}]";0;0
